,STPK,Mutant,DEG,Fold-change (log2),p-value,Induced/ Repressed
1343,PknF,OE,Rv2641,3.6282,8.16e-68,Induced
1344,PknF,OE,Rv0707,3.6969,5.09e-22,Induced
1345,PknF,OE,Rv1144,3.732,5.15e-48,Induced
1346,PknF,OE,Rv0694,3.7851,1.62e-58,Induced
1347,PknF,OE,Rv2948c,3.7958,4.34e-19,Induced
1348,PknF,OE,Rv0709,3.8768,2.48e-20,Induced
1349,PknF,OE,Rv2949c,3.9765,1.82e-40,Induced
1350,PknF,OE,Rv0710,4.0154,1.63e-24,Induced
1351,PknG,OE,Rv3508,-2.5521,1.56e-09,Repressed
1352,PknG,LOF,Rv0967,-2.9591,9.27e-30,Repressed
1353,PknG,LOF,Rv0968,-2.7993,9.45e-41,Repressed
1354,PknG,LOF,Rv0837c,-2.6817,7e-14,Repressed
1355,PknG,LOF,Rv0754,-2.6193,3.15e-22,Repressed
1356,PknG,LOF,Rv2621c,-2.6159,2e-29,Repressed
1357,PknG,LOF,Rv0940c,-2.4707,2.62e-19,Repressed
1358,PknG,LOF,Rv2011c,-2.4122,4.44e-12,Repressed
1359,PknG,LOF,Rv1048c,-2.4082,6.25e-16,Repressed
1360,PknG,LOF,Rv2620c,-2.3516,1.13e-19,Repressed
1361,PknG,LOF,Rv0975c,-2.3506,3.19e-13,Repressed
1362,PknG,LOF,Rv0969,-2.3131,1.57e-26,Repressed
1363,PknG,LOF,Rv0973c,-2.3113,1.79e-10,Repressed
1364,PknG,LOF,Rv3515c,-2.3102,3.93e-21,Repressed
1365,PknG,LOF,Rv2025c,-2.2679,3.08e-20,Repressed
1366,PknG,LOF,Rv1801,-2.2201,1.3e-20,Repressed
1367,PknG,LOF,Rv0847,-2.2053,9.3e-19,Repressed
1368,PknG,LOF,Rv0970,-2.2039,2.78e-16,Repressed
1369,PknG,LOF,Rv0972c,-2.2019,1.15e-12,Repressed
1370,PknG,LOF,Rv0863,-2.1117,5.78e-15,Repressed
1371,PknG,LOF,Rv0608,-2.1002,2.86e-11,Repressed
1372,PknG,LOF,Rv0121c,-2.0785,6.47e-06,Repressed
1373,PknG,LOF,Rv0313,-2.0771,2.05e-17,Repressed
1374,PknG,LOF,Rv1578c,-2.0609,4.01e-12,Repressed
1375,PknG,LOF,Rv0705,2.0114,2.56e-19,Induced
1376,PknG,LOF,Rv1807,2.0128,2.66e-05,Induced
1377,PknG,LOF,Rv3824c,2.0828,6.46e-13,Induced
1378,PknG,LOF,Rv3614c,2.104,1.23e-31,Induced
1379,PknG,LOF,Rv1184c,2.1159,1.87e-10,Induced
1380,PknG,LOF,Rv3613c,2.1303,2.58e-17,Induced
1381,PknG,LOF,Rv0710,2.1348,8.35e-16,Induced
1382,PknG,LOF,Rv3270,2.1413,3.82e-37,Induced
1383,PknG,LOF,Rv1183,2.1606,1.96e-23,Induced
1384,PknG,LOF,Rv0096,2.194,1.99e-14,Induced
1385,PknG,LOF,Rv0099,2.2281,1.47e-26,Induced
1386,PknG,LOF,Rv0706,2.2348,3.49e-26,Induced
1387,PknG,LOF,Rv0708,2.2413,7.05e-09,Induced
1388,PknG,LOF,Rv2949c,2.3089,5.33e-16,Induced
1389,PknG,LOF,Rv0098,2.3737,6.32e-07,Induced
1390,PknG,LOF,Rv0709,2.4848,5.33e-17,Induced
1391,PknG,LOF,Rv0707,2.5324,5.81e-25,Induced
1392,PknG,LOF,Rv3271c,2.5507,9.37e-37,Induced
1393,PknG,LOF,Rv0694,2.7836,8.89e-37,Induced
1394,PknG,LOF,Rv0467,2.7896,8.17e-53,Induced
1395,PknG,LOF,Rv2590,2.9151,2.53e-66,Induced
1396,PknH,OE,Rv3508,-2.2961,9.46e-17,Repressed
1397,PknH,OE,Rv0834c,-2.2154,1.25e-17,Repressed
1398,PknH,OE,Rv3514,-2.0729,2.85e-19,Repressed
1399,PknH,OE,Rv1147,2.0074,4.95e-10,Induced
1400,PknH,OE,Rv1397c,2.0198,1.38e-26,Induced
1401,PknH,OE,Rv0789c,2.034,2.22e-12,Induced
1402,PknH,OE,Rv2515c,2.0471,7.24e-12,Induced
1403,PknH,OE,Rv1721c,2.0594,9.17e-05,Induced
1404,PknH,OE,Rv2514c,2.06,6.21e-07,Induced
1405,PknH,OE,Rv0099,2.1311,1.7e-14,Induced
1406,PknH,OE,Rv1577c,2.1477,6.23e-21,Induced
1407,PknH,OE,Rv2663,2.1508,8.39e-19,Induced
1408,PknH,OE,Rv1267c,2.1536,2.66e-07,Induced
1409,PknH,OE,Rv3172c,2.1643,5.09e-09,Induced
1410,PknH,OE,Rv1316c,2.2016,7.15e-10,Induced
1411,PknH,OE,Rv0960,2.2122,1.97e-11,Induced
1412,PknH,OE,Rv1994c,2.2463,1.31e-14,Induced
1413,PknH,OE,Rv2428,2.2536,2e-08,Induced
1414,PknH,OE,Rv2429,2.2673,1.08e-15,Induced
1415,PknH,OE,Rv1982A,2.2732,1.75e-15,Induced
1416,PknH,OE,Rv1706A,2.2866,1.26e-10,Induced
1417,PknH,OE,Rv3470c,2.3296,5.77e-07,Induced
1418,PknH,OE,Rv2431c,2.3412,2.33e-22,Induced
1419,PknH,OE,Rv0959A,2.3692,5.11e-10,Induced
1420,PknH,OE,Rv2991,2.3979,7.42e-20,Induced
1421,PknH,OE,Rv2990c,2.4627,1.8e-29,Induced
1422,PknH,OE,Rv2076c,2.4666,4.21e-13,Induced
1423,PknH,OE,Rv2651c,2.4999,1.87e-27,Induced
1424,PknH,OE,Rv2430c,2.6308,1.23e-29,Induced
1425,PknH,OE,Rv0841,3.0481,3.97e-31,Induced
1426,PknH,OE,Rv0195,3.1103,5.54e-25,Induced
1427,PknH,OE,Rv2966c,3.2642,5.22e-09,Induced
1428,PknH,OE,Rv1735c,3.3605,1.02e-58,Induced
1429,PknH,OE,Rv0229c,3.4328,2.92e-41,Induced
1430,PknH,OE,Rv0840c,3.4773,7.56e-36,Induced
1431,PknH,OE,Rv1269c,3.6631,4.12e-13,Induced
1432,PknH,OE,Rv1290c,4.1625,5.98e-19,Induced
1433,PknH,OE,Rv3471c,4.738,8.19e-11,Induced
1434,PknH,OE,Rv3468c,5.0551,1.71e-19,Induced
1435,PknH,OE,Rv1268c,5.0819,3.78e-20,Induced
1436,PknH,OE,Rv1270c,5.23,3.74e-39,Induced
1437,PknH,OE,Rv2965c,5.4777,4.38e-29,Induced
1438,PknH,OE,Rv1290A,6.0807,4.68e-20,Induced
1439,PknH,OE,Rv1291c,7.3932,1.89e-33,Induced
1440,PknH,OE,Rv1271c,8.0186,2.43e-55,Induced
1441,PknH,OE,Rv3469c,8.3794,3.84e-43,Induced
1442,PknH,LOF,Rv0771,2.1245,3.82e-05,Induced
1443,PknH,LOF,Rv0770,2.2116,9.85e-12,Induced
1444,PknI,OE,Rv2933,-2.8862,2.39e-10,Repressed
1445,PknI,OE,Rv3919c,-2.8681,0.002722728,Repressed
1446,PknI,OE,Rv1283c,-2.5899,0.005117119,Repressed
1447,PknI,OE,Rv2932,-2.2117,6.91e-05,Repressed
1448,PknI,OE,Rv0327c,-2.0763,0.00384753,Repressed
1449,PknI,OE,Rv0975c,-2.0378,6.73e-06,Repressed
1450,PknI,OE,Rv0754,-2.0092,2.66e-13,Repressed
1451,PknI,OE,Rv2986c,2.0149,3.66e-16,Induced
1452,PknJ,OE,Rv0768,-3.1691,2.9e-38,Repressed
1453,PknJ,OE,Rv1219c,-3.1048,1.2e-33,Repressed
1454,PknJ,OE,Rv2035,-3.0098,1.06e-30,Repressed
1455,PknJ,OE,Rv0837c,-2.8552,4.11e-27,Repressed
1456,PknJ,OE,Rv0792c,-2.7643,1.86e-33,Repressed
1457,PknJ,OE,Rv3252c,-2.6727,6.45e-25,Repressed
1458,PknJ,OE,Rv0232,-2.6215,1.01e-25,Repressed
1459,PknJ,OE,Rv1169c,-2.6066,1.78e-08,Repressed
1460,PknJ,OE,Rv2034,-2.5835,1.07e-49,Repressed
1461,PknJ,OE,Rv1218c,-2.5605,3.62e-45,Repressed
1462,PknJ,OE,Rv0975c,-2.5413,6.28e-20,Repressed
1463,PknJ,OE,Rv2466c,-2.4964,2.19e-26,Repressed
1464,PknJ,OE,Rv1895,-2.4828,4.69e-39,Repressed
1465,PknJ,OE,Rv1471,-2.4515,7.46e-28,Repressed
1466,PknJ,OE,Rv3269,-2.3945,1.56e-21,Repressed
1467,PknJ,OE,Rv0754,-2.3359,3.17e-13,Repressed
1468,PknJ,OE,Rv0973c,-2.3139,6.7e-19,Repressed
1469,PknJ,OE,Rv0791c,-2.3053,4.77e-17,Repressed
1470,PknJ,OE,Rv2086,-2.2894,3.19e-23,Repressed
1471,PknJ,OE,Rv3571,-2.233,5.25e-26,Repressed
1472,PknJ,OE,Rv0983,-2.2261,4.26e-17,Repressed
1473,PknJ,OE,Rv0767c,-2.1806,1.3e-15,Repressed
1474,PknJ,OE,Rv0233,-2.163,4.95e-20,Repressed
1475,PknJ,OE,Rv2399c,-2.1585,5.06e-30,Repressed
1476,PknJ,OE,Rv2620c,-2.136,8.23e-20,Repressed
1477,PknJ,OE,Rv1168c,-2.0839,2.63e-26,Repressed
1478,PknJ,OE,Rv3463,-2.071,6.87e-13,Repressed
1479,PknJ,OE,Rv0974c,-2.0642,1.44e-15,Repressed
1480,PknJ,OE,Rv0976c,-2.0385,1.09e-14,Repressed
1481,PknJ,OE,Rv3608c,-2.0325,6.22e-15,Repressed
1482,PknJ,OE,Rv1587c,-2.0303,2.02e-13,Repressed
1483,PknJ,OE,Rv0753c,-2.0178,1.74e-23,Repressed
1484,PknJ,OE,Rv0734,2.0026,2.63e-12,Induced
1485,PknJ,OE,Rv1569,2.0058,6.24e-15,Induced
1486,PknJ,OE,Rv3612c,2.0088,3.75e-08,Induced
1487,PknJ,OE,Rv2986c,2.0164,1.35e-22,Induced
1488,PknJ,OE,Rv3032,2.0213,0.000436801,Induced
1489,PknJ,OE,Rv1612,2.0216,2.7e-09,Induced
1490,PknJ,OE,Rv0286,2.0222,4.1e-26,Induced
1491,PknJ,OE,Rv2821c,2.0237,0.000422882,Induced
1492,PknJ,OE,Rv3892c,2.0266,9.43e-06,Induced
1493,PknJ,OE,Rv3224A,2.0327,1.07e-05,Induced
1494,PknJ,OE,Rv1568,2.0431,3.72e-08,Induced
1495,PknJ,OE,Rv2375,2.048,7.68e-09,Induced
1496,PknJ,OE,Rv1240,2.0483,1.2e-12,Induced
1497,PknJ,OE,Rv0284,2.0817,5.9e-14,Induced
1498,PknJ,OE,Rv3512,2.0843,4.49e-11,Induced
1499,PknJ,OE,Rv2932,2.1001,6.82e-13,Induced
1500,PknJ,OE,Rv0087,2.1087,0.000161106,Induced
1501,PknJ,OE,Rv1098c,2.1168,2.17e-11,Induced
1502,PknJ,OE,Rv2933,2.1361,4.4e-23,Induced
1503,PknJ,OE,Rv3043c,2.1533,1.52e-22,Induced
1504,PknJ,OE,Rv3031,2.1585,1.5e-08,Induced
1505,PknJ,OE,Rv1988,2.1595,1.28e-18,Induced
1506,PknJ,OE,Rv0156,2.1633,0.000122099,Induced
1507,PknJ,OE,Rv0220,2.1673,2.41e-21,Induced
1508,PknJ,OE,Rv2058c,2.1753,0.000701853,Induced
1509,PknJ,OE,Rv0157,2.1778,9.89e-13,Induced
1510,PknJ,OE,Rv2425c,2.1806,1.23e-08,Induced
1511,PknJ,OE,Rv1091,2.1831,2.46e-16,Induced
1512,PknJ,OE,Rv0237,2.1857,5.1e-09,Induced
1513,PknJ,OE,Rv3850,2.1897,2.3e-07,Induced
1514,PknJ,OE,Rv0934,2.2107,2.06e-10,Induced
1515,PknJ,OE,Rv0428c,2.219,1.47e-05,Induced
1516,PknJ,OE,Rv2564,2.2191,2.39e-06,Induced
1517,PknJ,OE,Rv3613c,2.2357,4.5e-12,Induced
1518,PknJ,OE,Rv2426c,2.2508,2.11e-07,Induced
1519,PknJ,OE,Rv0707,2.2551,3.39e-08,Induced
1520,PknJ,OE,Rv3042c,2.2758,3.19e-19,Induced
1521,PknJ,OE,Rv1386,2.2786,4.14e-16,Induced
1522,PknJ,OE,Rv1697,2.2802,1.15e-11,Induced
1523,PknJ,OE,Rv2056c,2.2843,0.000119992,Induced
1524,PknJ,OE,Rv0085,2.289,3.65e-10,Induced
1525,PknJ,OE,Rv0263c,2.2899,3.1e-11,Induced
1526,PknJ,OE,Rv0155,2.2988,1.27e-07,Induced
1527,PknJ,OE,Rv2739c,2.3054,1.41e-08,Induced
1528,PknJ,OE,Rv0222,2.3104,4.9e-09,Induced
1529,PknJ,OE,Rv2951c,2.3188,9.41e-09,Induced
1530,PknJ,OE,Rv0264c,2.3306,5.21e-08,Induced
1531,PknJ,OE,Rv3614c,2.3476,4.23e-21,Induced
1532,PknJ,OE,Rv1158c,2.3683,2.4e-09,Induced
1533,PknJ,OE,Rv1570,2.376,4.93e-11,Induced
1534,PknJ,OE,Rv2934,2.3951,1.16e-31,Induced
1535,PknJ,OE,Rv0708,2.4425,9.68e-10,Induced
1536,PknJ,OE,Rv2331,2.47,3.08e-06,Induced
1537,PknJ,OE,Rv0221,2.4739,2.28e-14,Induced
1538,PknJ,OE,Rv2614A,2.4838,0.000682772,Induced
1539,PknJ,OE,Rv1387,2.497,9.77e-25,Induced
1540,PknJ,OE,Rv1698,2.5481,2.31e-12,Induced
1541,PknJ,OE,Rv0709,2.5566,1.26e-07,Induced
1542,PknJ,OE,Rv0566c,2.5621,3.28e-05,Induced
1543,PknJ,OE,Rv1437,2.6159,1.2e-17,Induced
1544,PknJ,OE,Rv2450c,2.6196,5.09e-08,Induced
1545,PknJ,OE,Rv1807,2.6242,4.27e-07,Induced
1546,PknJ,OE,Rv0710,2.6305,2.49e-06,Induced
1547,PknJ,OE,Rv3824c,2.7083,5.32e-06,Induced
1548,PknJ,OE,Rv0106,2.7689,3.04e-17,Induced
1549,PknJ,OE,Rv2985,2.7793,1.37e-17,Induced
1550,PknJ,OE,Rv1182,2.8006,3.08e-14,Induced
1551,PknJ,OE,Rv0280,2.8304,3.46e-47,Induced
1552,PknJ,OE,Rv2416c,2.9505,1.9e-18,Induced
1553,PknJ,OE,Rv1571,2.9945,0.000252274,Induced
1554,PknJ,OE,Rv1258c,3.6278,1.79e-17,Induced
1555,PknK,OE,Rv2399c,-2.4394,2.44e-20,Repressed
1556,PknK,OE,Rv2466c,-2.427,3.52e-23,Repressed
1557,PknK,OE,Rv2395A,-2.23,1.08e-14,Repressed
1558,PknK,OE,Rv0140,-2.1323,1.81e-18,Repressed
1559,PknK,OE,Rv3223c,-2.0936,1.41e-17,Repressed
1560,PknK,OE,Rv1169c,-2.0885,8.14e-21,Repressed
1561,PknK,OE,Rv2731,-2.0672,1.13e-19,Repressed
1562,PknK,OE,Rv3270,2.0022,3.27e-25,Induced
1563,PknK,OE,Rv0082,2.0061,7.16e-11,Induced
1564,PknK,OE,Rv0332,2.0085,1.62e-11,Induced
1565,PknK,OE,Rv3180c,2.0259,8.51e-09,Induced
1566,PknK,OE,Rv2885c,2.0297,4.41e-17,Induced
1567,PknK,OE,Rv0770,2.0316,2.8e-08,Induced
1568,PknK,OE,Rv0331,2.036,6.29e-16,Induced
1569,PknK,OE,Rv3055,2.0378,3.45e-11,Induced
1570,PknK,OE,Rv3893c,2.0506,2.17e-06,Induced
1571,PknK,OE,Rv0619,2.051,0.00136285,Induced
1572,PknK,OE,Rv3358,2.0519,0.001116417,Induced
1573,PknK,OE,Rv0826,2.056,7.52e-17,Induced
1574,PknK,OE,Rv3585,2.057,1.01e-15,Induced
1575,PknK,OE,Rv3875,2.0709,1.41e-21,Induced
1576,PknK,OE,Rv0804,2.0742,0.000251308,Induced
1577,PknK,OE,Rv1193,2.0758,5.24e-19,Induced
1578,PknK,OE,Rv0279c,2.0938,5.41e-16,Induced
1579,PknK,OE,Rv3560c,2.0966,6.18e-08,Induced
1580,PknK,OE,Rv1970,2.0971,4.43e-09,Induced
1581,PknK,OE,Rv1283c,2.0983,9.35e-09,Induced
1582,PknK,OE,Rv3665c,2.0991,0.004893743,Induced
1583,PknK,OE,Rv1277,2.0999,9.37e-20,Induced
1584,PknK,OE,Rv0475,2.1032,2.76e-17,Induced
1585,PknK,OE,Rv1765c,2.1065,5.31e-17,Induced
1586,PknK,OE,Rv2917,2.1065,1.09e-07,Induced
1587,PknK,OE,Rv1406,2.1067,1.07e-19,Induced
1588,PknK,OE,Rv0782,2.1166,1.08e-07,Induced
1589,PknK,OE,Rv1715,2.1198,2.42e-06,Induced
1590,PknK,OE,Rv1147,2.1239,7.35e-12,Induced
1591,PknK,OE,Rv2999,2.1249,0.007563534,Induced
1592,PknK,OE,Rv0324,2.1306,3.63e-15,Induced
1593,PknK,OE,Rv0618,2.1308,1.12e-09,Induced
1594,PknK,OE,Rv3561,2.1315,6.98e-09,Induced
1595,PknK,OE,Rv0452,2.1352,1.08e-13,Induced
1596,PknK,OE,Rv3023c,2.1419,7.58e-09,Induced
1597,PknK,OE,Rv1199c,2.1421,7.66e-09,Induced
1598,PknK,OE,Rv1047,2.1423,7.73e-09,Induced
1599,PknK,OE,Rv3115,2.1423,7.71e-09,Induced
1600,PknK,OE,Rv2512c,2.1428,7.6e-09,Induced
1601,PknK,OE,Rv3357,2.1517,0.006527466,Induced
1602,PknK,OE,Rv0263c,2.1562,1.38e-07,Induced
1603,PknK,OE,Rv2015c,2.1588,1.14e-18,Induced
1604,PknK,OE,Rv3189,2.159,3.65e-15,Induced
1605,PknK,OE,Rv1091,2.1592,4.12e-09,Induced
1606,PknK,OE,Rv0626,2.1624,5.6e-15,Induced
1607,PknK,OE,Rv0024,2.1698,6.55e-16,Induced
1608,PknK,OE,Rv0607,2.1781,3.54e-06,Induced
1609,PknK,OE,Rv0285,2.1883,1.23e-18,Induced
1610,PknK,OE,Rv3904c,2.1887,0.001449274,Induced
1611,PknK,OE,Rv2252,2.1935,5.64e-11,Induced
1612,PknK,OE,Rv1049,2.1968,4.18e-08,Induced
1613,PknK,OE,Rv2451,2.2029,4.07e-09,Induced
1614,PknK,OE,Rv2048c,2.2071,2.56e-17,Induced
1615,PknK,OE,Rv1061,2.2168,1.53e-12,Induced
1616,PknK,OE,Rv1719,2.2232,0.000245933,Induced
1617,PknK,OE,Rv3873,2.2247,6.09e-26,Induced
1618,PknK,OE,Rv1179c,2.2255,5.65e-17,Induced
1619,PknK,OE,Rv0244c,2.2338,6.2e-25,Induced
1620,PknK,OE,Rv1187,2.2411,2.69e-10,Induced
1621,PknK,OE,Rv3188,2.2536,6.81e-16,Induced
1622,PknK,OE,Rv3611,2.2579,1.13e-10,Induced
1623,PknK,OE,Rv0780,2.2677,4.73e-07,Induced
1624,PknK,OE,Rv1385,2.2721,3.28e-14,Induced
1625,PknK,OE,Rv3054c,2.287,6.18e-18,Induced
1626,PknK,OE,Rv2811,2.2892,0.000931075,Induced
1627,PknK,OE,Rv1716,2.2923,2.52e-06,Induced
1628,PknK,OE,Rv3385c,2.2993,3.75e-25,Induced
1629,PknK,OE,Rv3196,2.3018,6.79e-06,Induced
1630,PknK,OE,Rv3181c,2.3025,3.04e-13,Induced
1631,PknK,OE,Rv1962c,2.3075,9.23e-12,Induced
1632,PknK,OE,Rv0493c,2.3113,1.78e-11,Induced
1633,PknK,OE,Rv2248,2.3203,1.55e-10,Induced
1634,PknK,OE,Rv1581c,2.321,7.88e-06,Induced
1635,PknK,OE,Rv2059,2.3301,1.72e-21,Induced
1636,PknK,OE,Rv3905c,2.3548,0.007906864,Induced
1637,PknK,OE,Rv3637,2.3549,0.002517833,Induced
1638,PknK,OE,Rv1186c,2.3576,1.58e-14,Induced
1639,PknK,OE,Rv1767,2.3638,1.68e-12,Induced
1640,PknK,OE,Rv2760c,2.3728,0.008967037,Induced
1641,PknK,OE,Rv1941,2.376,1.09e-22,Induced
1642,PknK,OE,Rv1188,2.3771,8.64e-07,Induced
1643,PknK,OE,Rv1590,2.3827,4.72e-08,Induced
1644,PknK,OE,Rv3450c,2.3944,1.16e-10,Induced
1645,PknK,OE,Rv2433c,2.41,0.002023725,Induced
1646,PknK,OE,Rv1988,2.4238,4.5e-19,Induced
1647,PknK,OE,Rv2979c,2.4383,8.95e-19,Induced
1648,PknK,OE,Rv0326,2.4468,2.95e-09,Induced
1649,PknK,OE,Rv0891c,2.4641,4.36e-07,Induced
1650,PknK,OE,Rv3776,2.4706,8.85e-19,Induced
1651,PknK,OE,Rv0560c,2.471,1.29e-19,Induced
1652,PknK,OE,Rv3550,2.4766,2.57e-14,Induced
1653,PknK,OE,Rv1025,2.4879,0.000234209,Induced
1654,PknK,OE,Rv3428c,2.4946,5.95e-06,Induced
1655,PknK,OE,Rv3271c,2.4951,2.73e-18,Induced
1656,PknK,OE,Rv2782c,2.5242,1.43e-24,Induced
1657,PknK,OE,Rv2058c,2.5435,5.59e-07,Induced
1658,PknK,OE,Rv1653,2.5468,9.51e-13,Induced
1659,PknK,OE,Rv3202c,2.56,5.95e-20,Induced
1660,PknK,OE,Rv2541,2.57,1.69e-09,Induced
1661,PknK,OE,Rv1655,2.5717,3.73e-10,Induced
1662,PknK,OE,Rv1768,2.5981,4.51e-17,Induced
1663,PknK,OE,Rv3551,2.6086,1.13e-12,Induced
1664,PknK,OE,Rv0620,2.6268,1.43e-05,Induced
1665,PknK,OE,Rv1386,2.6294,4.37e-23,Induced
1666,PknK,OE,Rv0467,2.6317,4.07e-26,Induced
1667,PknK,OE,Rv3743c,2.6386,3.95e-18,Induced
1668,PknK,OE,Rv2839c,2.6522,2.75e-30,Induced
1669,PknK,OE,Rv1717,2.6656,0.001308664,Induced
1670,PknK,OE,Rv1282c,2.7259,3.96e-09,Induced
1671,PknK,OE,Rv1687c,2.7271,1.05e-22,Induced
1672,PknK,OE,Rv2013,2.7417,3.91e-06,Induced
1673,PknK,OE,Rv2990c,2.7864,7.27e-36,Induced
1674,PknK,OE,Rv1654,2.8039,1.21e-20,Induced
1675,PknK,OE,Rv2886c,2.8136,3.19e-11,Induced
1676,PknK,OE,Rv0674,2.831,5.59e-20,Induced
1677,PknK,OE,Rv3022c,2.8396,0.008413616,Induced
1678,PknK,OE,Rv0281,2.8677,2.71e-39,Induced
1679,PknK,OE,Rv1968,2.8713,1.32e-12,Induced
1680,PknK,OE,Rv3864,2.8716,6.68e-38,Induced
1681,PknK,OE,Rv2832c,2.8988,5.65e-09,Induced
1682,PknK,OE,Rv1963c,2.9084,2.9e-25,Induced
1683,PknK,OE,Rv0023,2.9211,3.38e-22,Induced
1684,PknK,OE,Rv2911,2.9381,2.23e-20,Induced
1685,PknK,OE,Rv2099c,2.943,3.21e-07,Induced
1686,PknK,OE,Rv1591,2.9674,7.57e-21,Induced
1687,PknK,OE,Rv1652,2.9934,4.81e-17,Induced
1688,PknK,OE,Rv2837c,3.0109,2.21e-25,Induced
1689,PknK,OE,Rv3552,3.0742,3.99e-11,Induced
1690,PknK,OE,Rv3892c,3.1055,7.77e-15,Induced
1691,PknK,OE,Rv0672,3.1249,1.4e-41,Induced
1692,PknK,OE,Rv1258c,3.1629,1.21e-19,Induced
1693,PknK,OE,Rv0284,3.1782,9.57e-36,Induced
1694,PknK,OE,Rv1933c,3.204,4.19e-19,Induced
1695,PknK,OE,Rv0673,3.2102,1.83e-31,Induced
1696,PknK,OE,Rv3829c,3.2562,2.88e-22,Induced
1697,PknK,OE,Rv2056c,3.2701,2.82e-06,Induced
1698,PknK,OE,Rv3074,3.272,3.92e-31,Induced
1699,PknK,OE,Rv2107,3.3008,2.54e-05,Induced
1700,PknK,OE,Rv2098c,3.316,3.28e-14,Induced
1701,PknK,OE,Rv2836c,3.3184,3.38e-23,Induced
1702,PknK,OE,Rv3860,3.3439,6.46e-34,Induced
1703,PknK,OE,Rv3174,3.3938,3.29e-06,Induced
1704,PknK,OE,Rv0280,3.4124,1.98e-56,Induced
1705,PknK,OE,Rv2251,3.4199,4.05e-33,Induced
1706,PknK,OE,Rv2838c,3.4265,1.69e-31,Induced
1707,PknK,OE,Rv2249c,3.4339,2.06e-26,Induced
1708,PknK,OE,Rv1967,3.4778,1.61e-16,Induced
1709,PknK,OE,Rv0106,3.6006,1.37e-23,Induced
1710,PknK,OE,Rv1966,3.604,3.95e-20,Induced
1711,PknK,OE,Rv3022A,3.6945,4.57e-05,Induced
1712,PknK,OE,Rv0283,3.7025,3.2e-38,Induced
1713,PknK,OE,Rv1714,3.7056,1.91e-15,Induced
1714,PknK,OE,Rv2250A,3.729,8.03e-29,Induced
1715,PknK,OE,Rv3394c,3.7742,6.52e-19,Induced
1716,PknK,OE,Rv1965,3.8337,9.5e-22,Induced
1717,PknK,OE,Rv0282,3.9312,7.9e-57,Induced
1718,PknK,OE,Rv0576,4.045,2.58e-63,Induced
1719,PknK,OE,Rv1378c,4.0651,9.28e-41,Induced
1720,PknK,OE,Rv1964,4.0751,9.64e-37,Induced
1721,PknK,OE,Rv2250c,4.3776,3.05e-23,Induced
1722,PknK,OE,Rv1937,4.4438,1.7e-73,Induced
1723,PknK,OE,Rv1940,4.4903,6.77e-23,Induced
1724,PknK,OE,Rv3862c,4.6233,2.05e-50,Induced
1725,PknK,OE,Rv2450c,4.8733,1.26e-19,Induced
1726,PknK,OE,Rv1939,4.9857,1.62e-33,Induced
1727,PknK,OE,Rv3861,5.0474,7.96e-53,Induced
1728,PknK,OE,Rv0021c,5.1829,1.19e-54,Induced
1729,PknK,OE,Rv1938,5.2862,1.08e-50,Induced
1730,PknK,OE,Rv3395c,5.7301,7.16e-34,Induced
1731,PknK,OE,Rv0077c,5.9419,2.69e-51,Induced
1732,PknK,OE,Rv1936,6.7723,3.07e-142,Induced
1733,PknK,OE,Rv1934c,7.3444,2.29e-52,Induced
1734,PknK,OE,Rv0022c,7.3577,4.56e-32,Induced
1735,PknK,OE,Rv1935c,7.8272,1.28e-85,Induced
1736,PknK,LOF,Rv2035,-3.7952,3.67e-26,Repressed
1737,PknK,LOF,Rv2621c,-3.7831,1.67e-49,Repressed
1738,PknK,LOF,Rv0792c,-3.5723,1.21e-38,Repressed
1739,PknK,LOF,Rv0768,-3.4581,3.97e-47,Repressed
1740,PknK,LOF,Rv0837c,-3.341,2.96e-16,Repressed
1741,PknK,LOF,Rv3252c,-3.3308,1.55e-31,Repressed
1742,PknK,LOF,Rv2661c,-3.3254,3.08e-39,Repressed
1743,PknK,LOF,Rv2466c,-3.2845,8.52e-33,Repressed
1744,PknK,LOF,Rv2034,-3.2797,3.39e-18,Repressed
1745,PknK,LOF,Rv2662,-3.2145,1.37e-20,Repressed
1746,PknK,LOF,Rv1471,-3.1851,4.68e-15,Repressed
1747,PknK,LOF,Rv2620c,-3.1565,1.79e-26,Repressed
1748,PknK,LOF,Rv1219c,-3.0623,1.26e-14,Repressed
1749,PknK,LOF,Rv2012,-2.9813,3.11e-15,Repressed
1750,PknK,LOF,Rv1130,-2.9535,3.72e-08,Repressed
1751,PknK,LOF,Rv1169c,-2.9105,2.39e-13,Repressed
1752,PknK,LOF,Rv3571,-2.9098,4.05e-27,Repressed
1753,PknK,LOF,Rv2660c,-2.7759,4.89e-35,Repressed
1754,PknK,LOF,Rv0586,-2.7591,2.27e-32,Repressed
1755,PknK,LOF,Rv0232,-2.7379,1.29e-28,Repressed
1756,PknK,LOF,Rv3463,-2.7374,1.91e-18,Repressed
1757,PknK,LOF,Rv1048c,-2.7367,1.24e-19,Repressed
1758,PknK,LOF,Rv2913c,-2.6142,4.52e-22,Repressed
1759,PknK,LOF,Rv1218c,-2.573,4.25e-21,Repressed
1760,PknK,LOF,Rv1168c,-2.5675,7.55e-35,Repressed
1761,PknK,LOF,Rv2517c,-2.5642,4.44e-11,Repressed
1762,PknK,LOF,Rv0302,-2.5394,9.49e-18,Repressed
